,Ano,Delegacia,Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
542,2013,DIG - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,24,30,19,22,31,55,13,26,17,19,25,12,293
543,2013,DIG - Piracicaba,Nº DE PRISÕES EFETUADAS,64,79,68,57,86,103,49,69,49,46,59,43,772
544,2013,DIG - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,3,2,2,4,1,0,2,0,5,1,0,0,20
545,2013,DIG - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,34,42,42,44,55,44,33,39,36,33,33,29,464
546,2013,DISE - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
547,2013,DISE - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
548,2013,DISE - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
549,2013,DISE - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,0,0,0,0,0,0
550,2013,DISE - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,0,0,0,0,0,0,0,0,0,0,0,0
551,2013,DISE - Piracicaba,Nº DE FLAGRANTES LAVRADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
552,2013,DISE - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
553,2013,DISE - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
554,2013,DISE - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
555,2013,DISE - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
556,2013,DISE - Piracicaba,Nº DE PRISÕES EFETUADAS,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2013,DISE - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
558,2013,DISE - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
559,2013,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
560,2013,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2013,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
562,2013,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,0,0,0,0,0,0
563,2013,OUTRAS ESPECIALIZADAS,Nº DE ARMAS DE FOGO APREENDIDAS,0,0,0,0,0,0,0,0,0,0,0,0,0
564,2013,OUTRAS ESPECIALIZADAS,Nº DE FLAGRANTES LAVRADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
565,2013,OUTRAS ESPECIALIZADAS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
566,2013,OUTRAS ESPECIALIZADAS,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
567,2013,OUTRAS ESPECIALIZADAS,Nº DE PESSOAS PRESAS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
568,2013,OUTRAS ESPECIALIZADAS,Nº DE PESSOAS PRESAS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
569,2013,OUTRAS ESPECIALIZADAS,Nº DE PRISÕES EFETUADAS,0,0,0,0,0,0,0,0,0,0,0,0,0
570,2013,OUTRAS ESPECIALIZADAS,Nº DE VEÍCULOS RECUPERADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
571,2013,OUTRAS ESPECIALIZADAS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
572,2014,01 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1,0,3,4,1,0,0,1,0,0,0,0,10
573,2014,01 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,1,1,2,1,4,4,6,1,1,2,7,1,31
574,2014,01 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,4,0,0,0,0,0,0,0,0,4
575,2014,01 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1,0,0,0,1,1,0,0,0,0,1,0,4
576,2014,01 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,7,1,1,0,8,1,1,14,2,0,1,3,39
577,2014,01 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,8,11,9,4,6,9,5,7,6,14,5,7,91
578,2014,01 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,1,3,0,1,2,4,1,0,0,1,0,2,15
579,2014,01 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
580,2014,01 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,9,16,12,4,9,9,5,8,6,19,5,7,109
581,2014,01 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,3,2,3,7,9,2,7,6,5,4,5,6,59
582,2014,01 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,11,13,12,11,15,11,12,13,11,18,10,13,150
583,2014,01 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,5,4,5,0,3,3,5,5,7,3,2,5,47
584,2014,01 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,19,20,24,12,18,21,26,22,25,27,16,23,253
585,2014,02 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,3,3,0,1,0,3,3,5,1,1,2,1,23
586,2014,02 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,4,8,10,1,14,5,3,13,9,10,10,7,94
587,2014,02 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,2,0,0,0,2
588,2014,02 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,2,0,3,1,2,0,0,1,1,1,0,11
589,2014,02 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,2,0,3,1,10,0,1,1,1,1,0,20
590,2014,02 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,8,13,11,11,9,11,10,8,14,13,14,8,130
591,2014,02 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,1,0,1,2,2,0,0,0,0,0,6
592,2014,02 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,1,0,0,1,0,0,0,0,0,2
593,2014,02 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,10,17,14,15,9,13,11,9,15,15,15,8,151
594,2014,02 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,6,5,5,4,6,7,9,5,5,3,9,7,71
595,2014,02 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,14,18,16,15,15,18,19,13,19,16,23,15,201
596,2014,02 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,8,9,19,17,10,7,5,15,14,10,22,24,160
597,2014,02 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,17,21,28,24,34,40,18,24,18,16,25,22,287
598,2014,03 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1,2,0,0,0,2,0,2,1,0,1,0,9
599,2014,03 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,16,17,8,12,19,12,15,13,18,18,21,11,180
600,2014,03 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),1,1,0,1,2,0,0,0,0,1,0,0,6
601,2014,03 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,4,2,4,2,0,2,2,3,0,0,2,1,22
602,2014,03 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,5,2,4,3,1,2,4,7,1,1,2,1,33
603,2014,03 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,9,12,10,5,3,10,13,10,7,8,13,9,109
604,2014,03 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,1,0,0,0,0,1,0,0,1,3
605,2014,03 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,1,1,1,3,0,0,0,2,0,8
606,2014,03 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,10,17,11,8,3,11,15,10,11,11,16,10,133
607,2014,03 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,3,9,8,4,12,4,8,7,10,2,8,9,84
608,2014,03 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,12,21,18,9,15,14,21,17,17,10,21,18,193
609,2014,03 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,19,18,12,11,24,12,17,29,22,26,21,22,233
610,2014,03 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,18,23,24,17,10,15,29,26,20,31,16,27,256
611,2014,04 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,3,1,0,0,1,0,0,0,1,1,2,0,9
612,2014,04 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,7,4,7,6,16,7,13,7,8,10,14,3,102
613,2014,04 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,1,1,0,1,0,0,1,1,1,0,2,8
614,2014,04 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,2,1,0,1,2,0,3,0,0,0,2,0,11
615,2014,04 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,3,9,0,1,3,9,3,0,1,5,10,4,48
616,2014,04 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,9,7,7,7,10,10,8,5,8,9,6,9,95
617,2014,04 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,1,0,2,7,1,3,5,2,3,0,0,0,24
618,2014,04 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,1,0,0,5,1,1,0,0,8
619,2014,04 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,7,7,9,7,10,10,11,5,10,12,8,10,106
620,2014,04 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,6,9,2,4,9,2,8,3,6,2,2,5,58
621,2014,04 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,13,0,11,11,19,12,19,8,16,14,10,15,148
622,2014,04 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,6,0,12,12,6,12,9,18,6,5,6,24,116
623,2014,04 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,27,27,19,23,31,29,28,24,23,27,28,29,315
624,2014,05 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,3,1,0,4,2,1,1,2,1,1,2,2,20
625,2014,05 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,10,10,8,4,11,7,6,10,12,11,13,12,114
626,2014,05 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),1,0,0,0,0,0,0,0,0,0,0,0,1
627,2014,05 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,1,1,0,0,0,0,1,1,1,0,0,5
628,2014,05 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,3,0,1,0,3,0,1,2,1,0,0,0,11
629,2014,05 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,10,2,5,4,3,5,6,4,8,6,4,5,62
630,2014,05 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,1,0,0,1,0,1,0,0,1,0,0,0,4
631,2014,05 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,1,0,1,0,2,0,4
632,2014,05 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,10,2,7,5,3,5,8,5,8,6,5,5,69
633,2014,05 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,5,5,0,3,10,10,3,1,8,4,11,8,68
634,2014,05 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,15,7,5,7,12,16,9,5,17,10,17,13,133
635,2014,05 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,8,11,13,21,14,20,9,11,10,12,12,14,155
636,2014,05 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,25,3,13,7,10,28,26,7,11,29,5,7,171
637,2014,06 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1,1,2,0,0,2,0,0,0,1,1,1,9
638,2014,06 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,10,19,9,13,16,13,9,19,18,9,13,14,162
639,2014,06 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,5,4,2,0,8,0,5,0,0,7,0,31
640,2014,06 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,1,0,1,0,2,2,2,0,0,1,0,9
641,2014,06 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,1,1,1,4,0,4,1,3,0,0,5,0,20
642,2014,06 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,6,5,6,9,12,14,7,11,7,7,7,4,95
643,2014,06 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,3,0,0,2,2,1,1,0,2,1,1,0,13
644,2014,06 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,1,0,0,0,0,0,1,1,0,0,1,4
645,2014,06 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,6,7,9,14,12,19,10,11,9,7,10,4,118
646,2014,06 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,2,3,0,7,1,2,9,5,4,2,10,2,47
647,2014,06 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,8,10,6,9,12,14,7,11,11,7,7,4,106
648,2014,06 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,15,32,26,18,19,26,15,14,20,19,15,18,237
649,2014,06 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,12,11,10,14,21,26,13,15,26,11,11,11,181
650,2014,07 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,2,2,0,3,0,0,1,1,5,1,2,0,17
651,2014,07 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,6,3,3,4,4,3,2,8,3,4,4,5,49
652,2014,07 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
653,2014,07 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,2,3,1,0,2,0,2,0,3,1,0,2,16
654,2014,07 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,5,4,1,1,3,1,2,0,3,2,0,1,23
655,2014,07 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,8,7,4,7,12,7,8,4,7,1,8,7,80
656,2014,07 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2014,07 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
658,2014,07 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,8,7,4,9,12,7,8,4,7,1,8,7,82
659,2014,07 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,1,2,2,1,9,4,2,2,6,4,6,6,45
660,2014,07 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,9,9,6,8,21,11,10,6,13,5,14,13,125
661,2014,07 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,7,9,4,7,11,11,8,10,7,17,11,10,112
662,2014,07 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,16,21,21,15,28,21,13,5,8,4,26,12,190
663,2014,DDM - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
664,2014,DDM - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
665,2014,DDM - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
666,2014,DDM - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,0,0,0,0,0,0
667,2014,DDM - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,0,1,0,2,0,1,0,1,0,0,3,8
668,2014,DDM - Piracicaba,Nº DE FLAGRANTES LAVRADOS,7,13,13,13,8,4,14,7,9,3,7,13,111
669,2014,DDM - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
670,2014,DDM - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
671,2014,DDM - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,7,13,13,13,8,4,14,7,9,3,7,13,111
672,2014,DDM - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,0,1,0,1,1,1,0,2,2,0,1,2,11
673,2014,DDM - Piracicaba,Nº DE PRISÕES EFETUADAS,7,14,13,14,9,0,14,9,11,3,0,15,109
674,2014,DDM - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
675,2014,DDM - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,42,50,64,38,64,122,60,93,56,103,88,14,794
676,2014,DIG - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
677,2014,DIG - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
678,2014,DIG - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
679,2014,DIG - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,0,0,0,0,0,0
680,2014,DIG - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,4,5,5,3,0,11,1,2,11,1,4,47
681,2014,DIG - Piracicaba,Nº DE FLAGRANTES LAVRADOS,25,26,30,16,32,7,2,2,1,1,4,1,147
682,2014,DIG - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,1,7,5,2,6,0,0,0,0,0,0,0,21
683,2014,DIG - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
684,2014,DIG - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,27,32,36,16,41,10,2,4,1,1,6,1,177
685,2014,DIG - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,11,21,22,18,21,17,21,17,24,30,23,17,242
686,2014,DIG - Piracicaba,Nº DE PRISÕES EFETUADAS,39,60,63,36,68,27,23,21,25,31,29,18,440
687,2014,DIG - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,0,3,5,0,1,7,3,1,3,2,3,1,29
688,2014,DIG - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,33,42,44,23,43,13,4,10,7,8,11,9,247
689,2014,DISE - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
690,2014,DISE - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
691,2014,DISE - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
692,2014,DISE - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,0,0,0,0,0,0
693,2014,DISE - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,0,0,0,0,1,0,8,3,0,1,1,14
694,2014,DISE - Piracicaba,Nº DE FLAGRANTES LAVRADOS,0,0,0,0,0,20,24,31,32,18,36,31,192
695,2014,DISE - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,3,5,6,2,2,7,2,27
696,2014,DISE - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
697,2014,DISE - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,0,0,0,0,0,25,32,33,42,27,40,36,235
698,2014,DISE - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,0,0,0,0,0,0,0,0,0,0,5,0,5
699,2014,DISE - Piracicaba,Nº DE PRISÕES EFETUADAS,0,0,0,0,0,28,37,39,44,29,52,38,267
700,2014,DISE - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
701,2014,DISE - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,0,0,0,0,0,24,29,32,32,23,38,34,212
702,2014,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
703,2014,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
704,2014,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
705,2014,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,0,0,0,0,0,0
706,2014,OUTRAS ESPECIALIZADAS,Nº DE ARMAS DE FOGO APREENDIDAS,0,0,0,0,0,0,0,0,0,0,0,0,0
707,2014,OUTRAS ESPECIALIZADAS,Nº DE FLAGRANTES LAVRADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
708,2014,OUTRAS ESPECIALIZADAS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
709,2014,OUTRAS ESPECIALIZADAS,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
710,2014,OUTRAS ESPECIALIZADAS,Nº DE PESSOAS PRESAS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
711,2014,OUTRAS ESPECIALIZADAS,Nº DE PESSOAS PRESAS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
712,2014,OUTRAS ESPECIALIZADAS,Nº DE PRISÕES EFETUADAS,0,0,0,0,0,0,0,0,0,0,0,0,0
713,2014,OUTRAS ESPECIALIZADAS,Nº DE VEÍCULOS RECUPERADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2014,OUTRAS ESPECIALIZADAS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
715,2015,01 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,1,0,2,1,0,1,0,0,1,0,6
716,2015,01 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,1,1,3,1,4,2,4,4,3,2,0,0,25
717,2015,01 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
718,2015,01 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,1,0,0,0,0,0,0,1
719,2015,01 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,1,0,1,0,1,1,0,0,0,0,0,0,4
720,2015,01 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,12,12,6,11,13,6,9,4,8,5,5,10,101
721,2015,01 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,2,0,0,3,0,0,1,1,0,0,0,7
722,2015,01 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
723,2015,01 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,15,16,8,11,18,7,10,4,12,5,0,12,118
724,2015,01 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,6,5,4,8,5,7,7,3,3,6,0,3,57
725,2015,01 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,18,17,10,19,18,13,16,7,11,11,0,10,150
726,2015,01 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,7,9,1,4,6,3,5,2,3,0,0,1,41
727,2015,01 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,26,36,20,24,24,23,20,18,20,19,15,22,267
728,2015,02 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,1,5,4,0,1,0,0,1,2,2,0,16
729,2015,02 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,8,7,4,5,4,4,8,10,7,12,9,7,85
730,2015,02 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,1,1,0,0,0,0,0,1,3
731,2015,02 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,2,0,0,0,0,2
732,2015,02 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,0,0,0,1,0,0,3,0,0,0,0,4
733,2015,02 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,0,7,8,6,8,7,6,8,6,9,7,8,80
734,2015,02 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,1,1,0,0,0,1,0,1,1,1,6
735,2015,02 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,1,1,0,0,0,0,0,2,0,4
736,2015,02 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,13,8,11,7,8,8,6,8,6,12,7,9,103
737,2015,02 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,8,4,3,6,5,5,8,9,5,6,6,4,69
